keyword,sw
zetter,0.5098814229249012
royal horseguards,0.5098039215686274
scoff,0.5094339622641509
daniel,0.5092936802973977
great range,0.50920245398773
view overlooking,0.50920245398773
short cab,0.509090909090909
really liked,0.5088105726872246
trafalger,0.5087719298245614
professional,0.5087647778230738
easy walking,0.5086013462976814
evening drinks,0.5085714285714286
citytag !,0.5083420229405631
got great,0.5080745341614907
definately,0.5076923076923077
third visit,0.5076923076923077
tradition,0.5076923076923077
trafalgar,0.5076195480819758
big bathroom,0.5075987841945289
staff especially,0.5074183976261127
surprised us,0.5072463768115942
andrea,0.5071090047393365
rarity,0.5066079295154186
little expensive,0.506426735218509
large flat,0.5064102564102564
citytag right,0.5061728395061729
classic english,0.5061728395061729
family group,0.5061728395061729
lovely coffee,0.5061728395061729
restaurant recommendations,0.5061728395061729
two great,0.5061728395061729
uniquely,0.5061728395061729
doorstep,0.5060471037555697
little venice,0.5060240963855421
hotel lovely,0.5058823529411764
many interesting,0.5058823529411764
still close,0.5058823529411764
contemporary hotel,0.5056179775280899
free hot,0.5056179775280899
friendly service,0.5054617676266137
quiet !,0.5054545454545455
extremely reasonable,0.5053763440860215
girlfriends birthday,0.5053763440860215
hoteltag park,0.5053763440860215
bridge tube,0.5052631578947369
new citytag,0.5051546391752577
simply food,0.5051546391752577
took great,0.5051546391752577
bath products,0.5050505050505051
tremendous,0.5048231511254019
butler,0.504725897920605
absolutely lovely,0.5046439628482973
ben etc,0.5045871559633027
carlos,0.5045871559633027
negtag_traffic noise,0.5044247787610621
new hoteltag,0.5044247787610621
river cruise,0.5044247787610621
freshly baked,0.5042735042735043
negtag_problem getting,0.5042735042735043
would gladly,0.5042735042735043
good advice,0.504
mercer,0.504
well furnished,0.5037878787878788
negtag_have done,0.5037593984962406
citytag.the staff,0.503448275862069
wide selection,0.503448275862069
appetizers,0.5032679738562091
lovely people,0.5032679738562091
accommodating,0.5031298904538342
staff excellent,0.5030674846625767
charlie,0.5025906735751295
clean well,0.5024875621890548
birthday celebrations,0.5024390243902439
entertained,0.5023923444976076
helpfull staff,0.5023474178403756
soundly,0.5023474178403756
kudos,0.5018315018315018
informative,0.5018050541516246
love,0.5016501650165016
upgraded us,0.5015974440894568
numbertag anniversary,0.5015384615384615
sure !,0.5015197568389058
beautiful view,0.501432664756447
spacious,0.5010044881384911
aromatherapy,0.5
battersea power,0.5
boutique style,0.5
caring,0.5
citytag sites,0.5
cold foods,0.5
cotton sheets,0.5
enabled,0.5
even brought,0.5
everything clean,0.5
favorite part,0.5
fielding,0.5
garden room,0.5
get oyster,0.5
great transport,0.5
helpful concierge,0.5
hotel team,0.5
large king,0.5
leicester sq,0.5
lovely hot,0.5
magnifying,0.5
minor points,0.5
nice toiletries,0.5
priceless,0.5
rivoli,0.5
separate lounge,0.5
staff.we,0.5
stay really,0.5
surprisingly large,0.5
thames path,0.5
tunes,0.5
two restaurants,0.5
welcome.the,0.5
well deserved,0.5
aldgate,0.4996276991809382
comfortable bed,0.4990228013029316
happily,0.4989648033126294
corinthia,0.4988179669030733
pleasant surprise,0.4985163204747775
hotel situated,0.4980079681274901
academy,0.4977973568281938
soho hotel,0.4977973568281938
brilliant location,0.4975124378109453
modern room,0.4974619289340101
flemings,0.4973821989528796
spacious room,0.4972592012529365
subtle,0.4970059880239521
sloane,0.4968071519795658
piccadilly circus,0.4968051118210863
always bonus,0.4966887417218543
top marks,0.496551724137931
good restaurant,0.4963680387409201
excellent transport,0.4962962962962963
heated floor,0.4961832061068702
recomended,0.4960629921259842
terrace bar,0.4959349593495935
minories,0.4957983193277311
helped us,0.4957894736842105
hotel george,0.4956521739130435
spectacular view,0.4956521739130435
shaftesbury avenue,0.4954954954954955
battersea park,0.4954128440366973
breakfast every,0.4953959484346225
certainly worth,0.4953271028037383
megaro,0.4953271028037383
bit pricey,0.4950911640953717
every visit,0.494949494949495
recommend,0.4949024301622246
matthew,0.4947368421052632
open top,0.4947368421052632
complementary bottle,0.4945054945054945
giving directions,0.4945054945054945
good accommodation,0.4945054945054945
people watching,0.4945054945054945
first moment,0.4942528735632184
separate shower,0.4941935483870968
excellent rating,0.4939759036144578
nothing seems,0.4939759036144578
two lovely,0.4939759036144578
within easy,0.4939216569113013
athenaeum,0.4938271604938271
terrific location,0.4938271604938271
suggestions,0.4938132733408324
morgan,0.4935064935064935
stay pleasant,0.4935064935064935
tower gateway,0.4935064935064935
comfortable !,0.4933920704845815
fluffy,0.4929368029739777
kind staff,0.4926829268292683
excellent.the,0.4926470588235294
tucked away,0.4926052332195677
overall really,0.4925373134328358
lanesborough,0.4923076923076923
quietest,0.4921875
always go,0.49206349206349204
st katherine,0.4919786096256685
big bath,0.4918032786885246
relaxing stay,0.4916666666666666
helpful service,0.4915254237288136
visit citytag,0.4914663880181122
great night,0.4913151364764268
westminster,0.4910737386804657
radio bar,0.4909090909090909
made sure,0.4907630522088353
piano,0.4906832298136646
hotel great,0.4906367041198502
service made,0.490566037735849
really great,0.4903772132409546
lovely,0.4902535794376402
emojipos,0.4901960784313725
maritime,0.49
menu looked,0.49
unbeatable,0.4897260273972603
maritime museum,0.4896551724137931
twice day,0.4896551724137931
classical,0.4895833333333333
almost opposite,0.4893617021276596
sightseeing trip,0.4893617021276596
lovely shower,0.4889867841409692
farewell,0.4883720930232558
received excellent,0.4883720930232558
still plenty,0.4883720930232558
value stay,0.4883720930232558
well-run,0.4883720930232558
jamie,0.4882154882154882
asia de,0.4878048780487805
good taste,0.4878048780487805
happy !,0.4878048780487805
hotels could,0.4878048780487805
louis,0.4878048780487805
terminus,0.4878048780487805
cookies,0.4877239548772396
christmas tree,0.48760330578512395
boris,0.4867256637168141
mad hatter,0.4867256637168141
amazingly,0.486695278969957
stay extra,0.4866310160427808
churchill,0.4861660079051384
comfortable clean,0.4857142857142857
commended,0.4857142857142857
incredible !,0.4857142857142857
negtag_noise,0.4856064181217555
cathedral,0.4855252274607113
well sized,0.4853801169590643
would recomend,0.4853801169590643
great.we,0.4845360824742268
made experience,0.484375
sleek,0.484375
another visit,0.4841269841269841
full advantage,0.4838709677419355
numbertag great,0.4838709677419355
power station,0.4838709677419355
rookery,0.4838709677419355
served quickly,0.4838709677419355
trafalger square,0.4838709677419355
well organised,0.4838709677419355
window seat,0.4838709677419355
love hoteltag,0.4831460674157304
horseguards,0.4827586206896552
selfridges,0.4825462012320329
collingham,0.4825174825174825
exellent,0.4825174825174825
beautifull,0.4823529411764706
cheers !,0.4823529411764706
control lights,0.4823529411764706
suggestion would,0.4823529411764706
good bar,0.4820512820512821
seemed genuinely,0.4820143884892086
really cool,0.4819672131147541
helpful !,0.4819277108433735
attractions within,0.4814814814814815
contemporary design,0.4814814814814815
katherines dock,0.4814814814814815
reasonable cost,0.4814814814814815
whisked,0.4810810810810811
numbertag class,0.4807692307692308
superb location,0.4807370184254606
cosy,0.4806122448979592
excellent job,0.48
fires,0.48
marylebone high,0.4798206278026906
cruises,0.4796747967479675
deffo,0.4796747967479675
negtag_extra cost,0.4795180722891566
tasty,0.4794638996973628
freshly squeezed,0.4794520547945205
well insulated,0.4794520547945205
cavendish,0.4793741109530583
surprisingly spacious,0.4789915966386555
choice !,0.478494623655914
theatre land,0.4784
cosy hotel,0.4782608695652174
definitely made,0.4782608695652174
fresh milk,0.4782608695652174
huge shower,0.4782608695652174
millbank,0.4782608695652174
recommend breakfast,0.4782608695652174
jazz,0.4776632302405498
hilton tower,0.4774774774774775
minor problem,0.4774774774774775
easy tube,0.4772727272727273
mint hotel,0.4772727272727273
joy,0.4772344013490725
freindly,0.477124183006536
compliments,0.4770114942528736
covent gardens,0.476923076923077
go far,0.476923076923077
snacks,0.4768837803320562
disappoint,0.4766666666666667
lovely decor,0.4766355140186916
town !,0.4766355140186916
canapés,0.4764397905759162
organising,0.4764397905759162
stones throw,0.4763552479815456
ample storage,0.4761904761904762
clean staff,0.4761904761904762
eye !,0.4761904761904762
roomy,0.476038338658147
turn-down,0.4759358288770054
point hotel,0.4758620689655173
good fun,0.4757281553398058
rosewood,0.4757281553398058
kate,0.47560975609756106
waterloo station,0.4755913437342728
welcoming,0.4755691282620767
got upgraded,0.4755555555555556
modern interior,0.4754098360655738
citytag visit,0.4753086419753086
home !,0.4752
another good,0.475177304964539
well proportioned,0.475
lovely night,0.4747474747474748
smooth check,0.4747474747474748
linktagfortable,0.4745762711864407
reasonable prices,0.4745484400656814
great view,0.4745417515274949
end theatres,0.4744525547445255
easy numbertag,0.4744027303754266
comprehensive,0.4740484429065744
cinemas,0.4736842105263158
handwritten,0.4736842105263158
organic,0.4736842105263158
promenade,0.4736842105263158
quick numbertag,0.4736842105263158
really set,0.4736842105263158
ting,0.4736842105263158
wedding anniversary,0.4735186156266387
exploring city,0.4732510288065844
visiting citytag,0.4731552499338799
store right,0.4727272727272727
right amount,0.4725274725274725
dials,0.4722222222222222
joel,0.4722222222222222
katherine,0.4721649484536082
charming,0.4720677786603124
serves good,0.472
rooms well,0.4718614718614719
always nice,0.4716981132075472
modern feel,0.4716981132075472
stay even,0.4713896457765668
contemporary style,0.4712643678160919
help make,0.4712643678160919
proposal,0.4712643678160919
library,0.4707190511489993
easy reach,0.470668485675307
little pub,0.4705882352941176
paralympics,0.4705882352941176
olympic park,0.4703196347031963
lavish,0.4702702702702703
full range,0.4700854700854701
de cuba,0.4698795180722892
stumbled across,0.4698795180722892
big shower,0.4696132596685083
antiques,0.4693877551020408
good indeed,0.4693877551020408
musicals,0.4693877551020408
nice bathrooms,0.4693877551020408
pre-theatre,0.4693877551020408
good lighting,0.4691943127962086
great job,0.4690909090909091
friendly staff,0.469055656539427
buy oyster,0.4690265486725664
citytag sights,0.46875
free tea,0.4686192468619247
recommend getting,0.4685314685314685
stations within,0.4684385382059801
aldgate east,0.4683908045977012
! spa,0.4680851063829787
lotions,0.4680851063829787
negtag_street noise,0.4678899082568808
dave,0.4677419354838709
cosy room,0.4675324675324675
took advantage,0.4674329501915709
recommend hotel,0.4667619728377412
coventry,0.4666666666666667
hoteltag river,0.4666666666666667
make special,0.4666666666666667
good sized,0.4664861205145565
comfortable stay,0.4663212435233161
would recommend,0.46628407460545207
fast wifi,0.4661016949152542
two stops,0.4659685863874346
nice touch,0.465954606141522
recommand,0.4657534246575342
could negtag_hear,0.4656488549618321
classy hotel,0.4655172413793103
! ca,0.4654377880184332
almost perfect,0.4653465346534654
jose,0.4653465346534654
haymarket,0.46524064171123
world charm,0.46524064171123
modern design,0.4651162790697674
near south,0.4651162790697674
speedy check,0.4651162790697674
tourist locations,0.4651162790697674
pleasantly,0.4650849285521704
could negtag_have,0.464963503649635
proud,0.4649122807017544
good facilities,0.4646840148698885
literally around,0.4646464646464646
anniversary,0.4641148325358852
chaise,0.4639175257731959
country house,0.4639175257731959
east tube,0.4639175257731959
healthy options,0.4639175257731959
westminster bridge,0.4636591478696742
great start,0.4636363636363636
tea time,0.4634146341463415
negtag_too big,0.4631578947368421
rooms good,0.4631578947368421
made every,0.4630872483221477
nice touch.the,0.4630872483221477
contemporary,0.4630071599045346
jesmond,0.46296296296296297
hanger lane,0.4628975265017668
prince regent,0.4628571428571429
ideally situated,0.4625144175317186
special day,0.4623655913978494
residential neighborhood,0.4621848739495799
theatres,0.4621737694086554
seconds away,0.4620689655172414
numbertag wedding,0.4619565217391304
eclectic,0.4618834080717489
kensington hotel,0.4618181818181818
friendly welcome,0.4615384615384616
overlooking tower,0.4615384615384616
short taxi,0.4615384615384616
small supermarket,0.4615384615384616
modern decor,0.4613686534216336
modern facilities,0.4610778443113773
katherines,0.4609929078014184
park underground,0.4609929078014184
also provide,0.4608695652173913
stations close,0.4608695652173913
theater tickets,0.4608695652173913
took tube,0.4608695652173913
ultra modern,0.4608695652173913
fields,0.4606741573033708
large desk,0.4606741573033708
eye etc,0.4605263157894737
decadent,0.4603174603174603
negtag_cheapest,0.4603174603174603
penthouse suite,0.4603174603174603
really pleasant,0.4602076124567474
escorted us,0.4601226993865031
comfortable chairs,0.46
helicopters,0.46
hoteltag waterloo,0.46
near everything,0.46
st katharine,0.46
leicester,0.4599078341013825
julia,0.4598540145985402
historic,0.4596153846153846
ticks,0.4596100278551532
spent five,0.4594594594594595
observatory,0.4591836734693878
wandsworth,0.4591836734693878
east station,0.459016393442623
easy transport,0.459016393442623
easily walk,0.4589665653495441
jubilee line,0.4589266155531216
gins,0.4588235294117647
ideal hotel,0.4588235294117647
larger hotels,0.4588235294117647
smiling,0.4588235294117647
dined,0.4587280108254398
definitely one,0.4586466165413534
equipped,0.4582379862700229
short blocks,0.4579439252336449
liked fact,0.4576271186440678
equiped,0.4575471698113208
short tube,0.4574898785425101
easy walk,0.4572911750825861
nice comfortable,0.457286432160804
bonus,0.4571686203787196
definitly,0.4571428571428571
globe,0.45707656612529
excellent-,0.4567901234567901
legendary,0.4565217391304348
lovely weekend,0.4565217391304348
old vic,0.4565217391304348
quays,0.4565217391304348
special occasions,0.4565217391304348
try !,0.4565217391304348
nice change,0.4564102564102564
little hotel,0.4563106796116505
lovely pub,0.4563106796116505
super convenient,0.4563106796116505
themes,0.4563106796116505
comfy chairs,0.456140350877193
ipod docking,0.456
berries,0.4558823529411765
good amenities,0.4558823529411765
would always,0.4558303886925795
ornate,0.4556962025316456
leicester square,0.4555956678700361
great places,0.4555873925501432
always look,0.4554973821989529
lovely !,0.4554794520547945
hoteltag !,0.4554455445544554
theatre district,0.4554294975688817
ideal place,0.4551282051282051
! walking,0.4545454545454545
criticise,0.4545454545454545
huge room,0.4545454545454545
local bus,0.4545454545454545
nice addition,0.4545454545454545
real asset,0.4545454545454545
short city,0.4545454545454545
walk-in shower,0.4545454545454545
well-equipped,0.4541284403669725
bustling,0.4539007092198582
soft drinks,0.4535714285714286
happy hour,0.4534534534534535
well mannered,0.453416149068323
attractions like,0.4533333333333333
negtag_trouble,0.4532374100719425
every respect,0.453125
traditional hotel,0.453125
tower bridge,0.45309699263095
many attractions,0.4529411764705882
perfect position,0.4528301886792453
fine dining,0.4527363184079602
time staying,0.4526558891454965
! tube,0.4526315789473685
different restaurants,0.4526315789473685
staff provided,0.4526315789473685
assisted us,0.45251396648044706
free laundry,0.4523809523809524
quay,0.4523076923076923
godsend,0.4522292993630573
surprise !,0.4519572953736655
theater,0.4518760195758565
retreat,0.451505016722408
providing us,0.4513274336283186
waterloo,0.4512635379061372
oyster,0.4510822510822511
kew,0.4509803921568628
lovely service,0.4509803921568628
charing cross,0.4508547008547009
ambiance,0.4507772020725389
hospitable,0.4507772020725389
love hotel,0.4507042253521127
kevin,0.4505494505494506
roses,0.4505494505494506
quiet neighborhood,0.4504249291784703
large selection,0.4503311258278146
explored,0.4501718213058419
andaz,0.45
billy elliot,0.45
definitely look,0.45
dungeons,0.45
explored citytag,0.45
lewisham,0.45
river bus,0.45
walk along,0.4499294781382229
luxurious,0.4499159260148931
citytag stay,0.4497354497354497
also quiet,0.44966442953020136
minute tube,0.44966442953020136
across park,0.44954128440366975
public transit,0.44954128440366975
birthday,0.449491614947841
charing,0.44948453608247424
canapes,0.4492753623188406
pre-dinner,0.4492753623188406
second visit,0.4491803278688525
renovated hotel,0.4489795918367347
staff really,0.4488888888888889
soothing,0.4488188976377953
well soundproofed,0.4488188976377953
celebrate,0.4484304932735426
good bars,0.4482758620689655
handy !,0.4482758620689655
well organized,0.4482758620689655
heart,0.4482370592648162
power shower,0.44815465729349735
conveniences,0.4475524475524476
river,0.4472745170419589
palace,0.4471790988262022
accommodated us,0.4471544715447153
somerset,0.4471544715447153
well informed,0.4471544715447153
well kitted,0.4471544715447153
michelin,0.447098976109215
classy,0.4470691163604549
sarah,0.4470588235294118
beds really,0.44680851063829785
comfortable mattress,0.44680851063829785
courteous,0.44680851063829785
hats,0.44680851063829785
one downside,0.44680851063829785
special experience,0.44680851063829785
victoria line,0.44680851063829785
also within,0.4467120181405896
candle,0.44666666666666666
citytag attractions,0.4464944649446495
refreshing,0.4462242562929062
holborn tube,0.445993031358885
negtag_disturbance,0.4457831325301205
fast check,0.4451612903225807
felt comfortable,0.44508670520231214
nice amenities,0.44508670520231214
received complimentary,0.44508670520231214
smaller side,0.4449760765550239
large rooms,0.4449339207048458
numbertag stops,0.4446085672082718
citytag edition,0.4444444444444444
many amenities,0.4444444444444444
mario,0.4444444444444444
needed.the,0.4444444444444444
too.we,0.4444444444444444
oyster card,0.4439024390243903
afield,0.4438502673796792
convenient !,0.4437086092715232
views,0.4437033349925336
mrs.,0.4434782608695652
regent street,0.4434561626429479
comfy bed,0.4434389140271493
vauxhall tube,0.4433962264150944
bars within,0.4432989690721649
large city,0.4432989690721649
tourist destinations,0.4432989690721649
sights,0.4426997890789782
always pleasant,0.4426229508196721
really nicely,0.4426229508196721
southwark,0.4423631123919308
historical,0.4423076923076923
nice walk,0.4421052631578947
gateway,0.4418604651162791
kennington,0.4418604651162791
tube system,0.4418604651162791
wholesome,0.4418604651162791
canal,0.4417344173441735
many sights,0.4416243654822335
impressed,0.4415152290760174
buffet breakfasts,0.44144144144144143
negtag_forget,0.441340782122905
relaxing,0.4411826821541711
cocktail bar,0.4409937888198758
sue,0.4405594405594406
vibrant,0.4405594405594406
three minute,0.4404761904761905
lovely big,0.4404432132963989
attractively,0.44
designed rooms,0.44
stress free,0.44
to/from heathrow,0.44
use restaurant,0.44
welcome back,0.44
airy,0.4398805078416729
many great,0.4398034398034398
cool !,0.4392523364485981
worth cost,0.4392523364485981
pauls cathedral,0.4391534391534391
cold choices,0.4390243902439024
negtag_had bad,0.4390243902439024
always good,0.4388185654008439
expensive side,0.4387755102040816
main tourist,0.4387096774193549
eight nights,0.4382022471910113
many theatres,0.4382022471910113
informal,0.4379562043795621
free bottled,0.4377880184331797
also allowed,0.4375
cleverly,0.4375
quite street,0.4375
restaurants along,0.4375
walking distances,0.4375
could possibly,0.43730886850152906
high tech,0.43730886850152906
boutique hotel,0.4372791519434629
time visiting,0.43703703703703706
helpful.the hotel,0.4368932038834951
serves great,0.4368932038834951
service every,0.4368932038834951
rose,0.4368755676657584
bridges,0.436241610738255
shopping areas,0.4362017804154303
good variety,0.4358108108108108
good food,0.43579573624194345
liverpool street,0.4357832219747587
good friendly,0.4352941176470588
location easy,0.4352941176470588
traditional citytag,0.4352941176470588
one direction,0.4351851851851852
quiet road,0.4351851851851852
negtag_traffic,0.4351464435146444
westminister,0.4349030470914128
clean rooms,0.4348294434470377
breakfast offers,0.43478260869565216
cd,0.43478260869565216
elliot,0.43478260869565216
great especially,0.43478260869565216
ipod dock,0.43478260869565216
staff including,0.43478260869565216
excellant,0.4345549738219896
within five,0.4345549738219896
citytag without,0.4345238095238095
best time,0.4343434343434344
nicely cooked,0.4343434343434344
pastries etc,0.4343434343434344
straight across,0.4343434343434344
local attractions,0.4342629482071713
strolling,0.4342105263157895
efficient check-in,0.4339622641509434
every part,0.4339622641509434
hotel breakfasts,0.4339622641509434
friendliness,0.4336695112490303
defintely,0.4336283185840708
free glass,0.4336283185840708
martini,0.4334975369458128
champagne,0.4334708052962882
welcome,0.4332039911308204
fab location,0.43312101910828027
moment,0.4330018540367436
iconic,0.4327062228654125
every minute,0.4326241134751773
little kitchen,0.4326241134751773
negtag_often,0.4324324324324325
also walk,0.43225806451612897
clean good,0.4320987654320987
galvin,0.4320987654320987
great feature,0.4320987654320987
greater citytag,0.4320987654320987
negtag_so big,0.4320987654320987
underground system,0.4320987654320987
whisked away,0.4320987654320987
nice lounge,0.4319526627218935
away.the hotel,0.4318181818181818
negtag_outside noise,0.4318181818181818
ruby,0.4318181818181818
situated within,0.4318181818181818
many choices,0.4316546762589928
steps away,0.431640625
awe,0.43157894736842106
easily accessible,0.4315569487983281
meal deal,0.4315476190476191
ideal location,0.4312736443883985
michael,0.4309859154929577
bank station,0.43089430894308944
claridge,0.4308510638297872
chelsea harbour,0.4306569343065693
must mention,0.4306569343065693
used pool,0.4306569343065693
india quay,0.4304635761589404
via tube,0.43005181347150256
major attractions,0.43
also short,0.4298642533936652
tower,0.4298336439566508
citytag within,0.4298245614035088
marylebone,0.4295125164690382
cheeses,0.4295010845986985
well maintained,0.4292950612072605
return visit,0.42912621359223296
bridge,0.42904564315352695
negtag_fault,0.4287403903015967
arch underground,0.42857142857142855
citytag break,0.42857142857142855
cute little,0.42857142857142855
eat buffet,0.42857142857142855
family stay,0.42857142857142855
good toiletries,0.42857142857142855
got complimentary,0.42857142857142855
hearty breakfast,0.42857142857142855
negtag_crowded,0.42857142857142855
negtag_forgetting,0.42857142857142855
pleasently,0.42857142857142855
real bargain,0.42857142857142855
really glad,0.42857142857142855
southwark station,0.42857142857142855
st katherines,0.42857142857142855
two boys,0.42857142857142855
use executive,0.42857142857142855
visiting o2,0.42857142857142855
walk away.the,0.42857142857142855
pleasant stay,0.4284448382809039
vauxhall,0.4282608695652174
helpfulness,0.427927927927928
also nice,0.4277929155313352
confortable,0.42758620689655175
also well,0.4274809160305344
quiet residential,0.4274809160305344
good buffet,0.4274509803921568
another stay,0.4271356783919598
short bus,0.4270270270270271
also liked,0.42696629213483145
also walked,0.4268292682926829
royal victoria,0.4267515923566879
spa treatments,0.4267515923566879
via underground,0.4266666666666667
calm,0.4266487213997308
indulge,0.42657342657342656
made stay,0.4265060240963856
brewery,0.4263565891472868
central tube,0.4262295081967213
mainline station,0.4262295081967213
tourist areas,0.4262295081967213
exotic,0.4259259259259259
nice atmosphere,0.4258823529411765
excellence,0.42586750788643535
across river,0.4257425742574257
celebrate special,0.4257425742574257
efficient reception,0.4257425742574257
quickly sorted,0.4257425742574257
two minute,0.4257095158597663
destinations,0.42570281124497994
attractions,0.4255602169241789
array,0.425531914893617
princess,0.4253731343283582
petticoat,0.4252873563218391
ronnie,0.4252873563218391
several bus,0.4252873563218391
remembered,0.4251082251082251
smithfield,0.425
citytag.we,0.4248704663212435
little tight,0.4248366013071895
boutiques,0.4244604316546763
bridge station,0.4244604316546763
little small,0.4243777919591577
drawing,0.42431761786600497
home.the,0.42424242424242425
particularly like,0.42424242424242425
short ride,0.42424242424242425
wishing,0.4239482200647249
helping us,0.4239350912778905
greenwich park,0.4239130434782609
humor,0.423728813559322
planning trip,0.423728813559322
recomend,0.4236760124610592
definetely,0.4235807860262009
appreciated,0.4235633459063679
bluetooth,0.4234234234234234
greets,0.4233128834355828
green park,0.4231782265144864
top location,0.4230769230769231
big tv,0.4229508196721312
underfloor,0.4228855721393035
celebrations,0.4225053078556264
underfloor heating,0.4224598930481284
martin,0.4223826714801444
comfortable double,0.4222222222222222
craft,0.4222222222222222
daughters numbertag,0.4222222222222222
feel cramped,0.4222222222222222
get tickets,0.4222222222222222
negtag_road noise,0.4222222222222222
pillow menu,0.4222222222222222
really beautiful,0.4222222222222222
ample,0.4220611082340756
bartenders,0.4220532319391635
provided good,0.4220183486238532
stops outside,0.421875
resist,0.42168674698795183
touristy things,0.42168674698795183
westminster cathedral,0.42168674698795183
busy part,0.4214876033057851
definetly,0.4214123006833713
soho,0.4212496400806219
alhambra,0.42105263157894735
bellmen,0.42105263157894735
good use,0.42105263157894735
worth try,0.42105263157894735
st paul,0.4210061782877317
major sites,0.42081447963800905
wicked,0.42065491183879095
attractions.the,0.4205607476635514
turn-down service,0.42028985507246375
extras like,0.4201183431952663
west india,0.4201183431952663
fireplace,0.42
joseph,0.42
lovers,0.42
shakespeare,0.42
bond street,0.4199395770392749
making sure,0.4197292069632495
tapas,0.4197183098591549
staff great,0.4196428571428572
genuine,0.4194092827004219
catch tube,0.41935483870967744
light breakfast,0.41935483870967744
lincoln,0.41935483870967744
made better,0.41935483870967744
exceptionally,0.4192624418188328
bus services,0.4189944134078212
arranging,0.4189473684210526
close walk,0.4188034188034188
extra tea,0.4188034188034188
! looking,0.4186046511627907
maintained hotel,0.4186046511627907
lively,0.4185022026431718
pleased,0.4184447187444895
visiting central,0.4184397163120567
decorated room,0.4183673469387755
eye,0.4182214948172395
transformed,0.417910447761194
waitrose supermarket,0.417910447761194
restaurants within,0.4178610804851158
great central,0.4177693761814745
! right,0.4177215189873418
immensely,0.4177215189873418
shoe shine,0.4174757281553398
paul,0.417296389588581
brunch,0.4172932330827068
conrad,0.4172185430463576
found hoteltag,0.41700404858299606
negative point,0.41697416974169743
dlr station,0.41681901279707495
could enjoy,0.4166666666666667
interesting places,0.4166666666666667
negtag_waiting,0.4166666666666667
next month,0.4166666666666667
quick service,0.4166666666666667
riverside,0.4166666666666667
savoy hotel,0.4166666666666667
plentiful,0.4163630341172574
set back,0.4162679425837321
chatty,0.4161490683229814
little different,0.4160583941605839
square etc,0.4160583941605839
best locations,0.415929203539823
station right,0.415929203539823
modern hotel,0.4159186116098145
hop,0.4158462259728081
st. paul,0.4157608695652174
caramel,0.4157303370786517
christmas time,0.4157303370786517
evening drink,0.4157303370786517
thameslink,0.4157303370786517
blackfriars bridge,0.4153846153846154
fullers,0.4153846153846154
tube numbertag,0.4153846153846154
welcomes,0.4153846153846154
nicely appointed,0.4153297682709448
much easier,0.4152823920265781
putney bridge,0.4152542372881356
umbrellas,0.4152046783625731
cocktail menu,0.4150943396226415
little street,0.4150943396226415
minor thing,0.4150943396226415
excellently,0.4150537634408602
well cooked,0.4149855907780979
ensured,0.4149253731343284
good range,0.4147909967845659
evening snacks,0.4146341463414634
lucy,0.4146341463414634
much anywhere,0.4146341463414634
small detail,0.4146341463414634
valerie,0.4146341463414634
strongly recommend,0.4143790849673203
christmas decorations,0.4141414141414141
traditionally,0.4141414141414141
numbertag birthday,0.4140227183705445
cooked fresh,0.4137931034482759
size tv,0.4137931034482759
well priced,0.4137055837563452
stocked,0.4136607828089025
anchor,0.4135338345864661
away.we,0.4135338345864661
little smaller,0.4135338345864661
shortbread,0.4135338345864661
big rooms,0.4134275618374558
quiet location,0.4133591481122943
near many,0.4133333333333333
city inn,0.4132231404958678
modern,0.4130662787157017
furbished,0.4130434782608696
great.i,0.4130434782608696
helpful even,0.4130434782608696
major shopping,0.4130434782608696
quality furnishings,0.4130434782608696
museums,0.4130369480324422
flowers,0.4127906976744186
great,0.4127767076136041
see citytag,0.412751677852349
awesome location,0.4126984126984127
big bonus,0.4126984126984127
brilliantly located,0.4126984126984127
complimentary bottled,0.4125
negtag_be faulted,0.41232227488151657
dining options,0.4120603015075377
within walking,0.4120324278196558
super,0.4118455947352913
lovely restaurants,0.4117647058823529
luxurious feel,0.4117647058823529
pre theatre,0.4117647058823529
room large,0.4117647058823529
sophistication,0.4117647058823529
us warm,0.4117647058823529
citytag bridge,0.41118124436429215
approachable,0.4108216432865732
great rate,0.41044776119402987
birthday surprise,0.4103585657370518
location ca,0.41025641025641024
ideally located,0.4100346020761246
fresh coffee,0.41
poster bed,0.4098360655737705
districts,0.4095238095238095
great spot,0.4094827586206897
short walk,0.4091562307534387
! many,0.4090909090909091
clean tidy,0.4090909090909091
jason,0.4090909090909091
little traffic,0.4090909090909091
undergrounds,0.4090909090909091
usual tea,0.4090909090909091
major citytag,0.4088050314465409
greeted us,0.4087665647298675
helpful.we,0.40869565217391307
whole staff,0.40869565217391307
mini kitchen,0.4084507042253521
really handy,0.4084507042253521
jubilee,0.4084142394822006
firmdale,0.40823970037453183
guided,0.40821917808219177
team,0.4081494517395424
city break,0.4080560420315236
received upgrade,0.4078947368421053
us standards,0.4078947368421053
negtag_hassle,0.4077669902912621
chilled,0.4077134986225896
obliging,0.4076539101497504
getting around,0.4076124567474048
trouble,0.4074929856411949
celebrities,0.4074074074074074
favourite part,0.4074074074074074
hearty,0.4074074074074074
start day,0.4074074074074074
hotel located,0.4072790294627383
prosecco,0.4072022160664821
ealing,0.4070695553021665
sized bathroom,0.40703517587939697
family !,0.4067796610169492
walking distance.the,0.4067796610169492
opposite st,0.4065934065934066
slightly longer,0.4065934065934066
small shopping,0.4065934065934066
