keyword,sentiment,sw,,,,,,,,,,
negtag_were available,Negetive,-0.784946237,,,,,,,,,,
negtag_wifi,Negetive,-0.807256236,,,,,,,,,,
negtag_wi-fi,Negetive,-0.698113208,,,,,,,,,,
negtag_willing,Negetive,-0.83255814,,,,,,,,,,
negtag_work,Negetive,-0.804610318,,,,,,,,,,
negtag_work properly,Negetive,-0.899721448,,,,,,,,,,
negtag_worked,Negetive,-0.829787234,,,,,,,,,,
negtag_working,Negetive,-0.756183746,,,,,,,,,,
negtag_working properly,Negetive,-0.715099715,,,,,,,,,,
negtag_worth,Negetive,-0.860575882,,,,,,,,,,
negtag_worth money,Negetive,-0.901940756,,,,,,,,,,
negtag_worth numbertag,Negetive,-0.925233645,,,,,,,,,,
negtag_worth paying,Negetive,-0.752212389,,,,,,,,,,
negtag_worth price,Negetive,-0.891358025,,,,,,,,,,
negtag_worthy,Negetive,-0.916167665,,,,,,,,,,
new favourite,Positive,0.913978495,,,,,,,,,,
nice addition,Positive,0.454545455,,,,,,,,,,
nice amenities,Positive,0.445086705,,,,,,,,,,
nice atmosphere,Positive,0.425882353,,,,,,,,,,
nice bar,Positive,0.395555556,,,,,,,,,,
nice bars,Positive,0.31,,,,,,,,,,
nice bathroom,Positive,0.340110906,,,,,,,,,,
nice bathrooms,Positive,0.469387755,,,,,,,,,,
nice beds,Positive,0.31092437,,,,,,,,,,
nice bonus,Positive,0.513043478,,,,,,,,,,
nice boutique,Positive,0.295238095,,,,,,,,,,
nice breakfast,Positive,0.316476346,,,,,,,,,,
nice change,Positive,0.456410256,,,,,,,,,,
nice choice,Positive,0.361344538,,,,,,,,,,
nice clean,Positive,0.401260504,,,,,,,,,,
nice comfortable,Positive,0.457286432,,,,,,,,,,
nice comfy,Positive,0.388888889,,,,,,,,,,
nice continental,Positive,0.4,,,,,,,,,,
nice experience,Positive,0.39673913,,,,,,,,,,
nice extra,Positive,0.525773196,,,,,,,,,,
nice feel,Positive,0.355555556,,,,,,,,,,
nice friendly,Positive,0.29245283,,,,,,,,,,
nice gym,Positive,0.56,,,,,,,,,,
nice indeed,Positive,0.28,,,,,,,,,,
nice lounge,Positive,0.431952663,,,,,,,,,,
nice modern,Positive,0.327327327,,,,,,,,,,
nice pool,Positive,0.367346939,,,,,,,,,,
nice pubs,Positive,0.284848485,,,,,,,,,,
nice quiet,Positive,0.394789579,,,,,,,,,,
nice restaurant,Positive,0.392473118,,,,,,,,,,
nice restaurants,Positive,0.317241379,,,,,,,,,,
nice rooms,Positive,0.4017769,,,,,,,,,,
nice selection,Positive,0.375854214,,,,,,,,,,
nice service,Positive,0.362637363,,,,,,,,,,
nice size,Positive,0.311801242,,,,,,,,,,
nice sized,Positive,0.316872428,,,,,,,,,,
nice spacious,Positive,0.358208955,,,,,,,,,,
nice stay,Positive,0.294117647,,,,,,,,,,
nice surprise,Positive,0.545279383,,,,,,,,,,
nice toiletries,Positive,0.5,,,,,,,,,,
nice touch,Positive,0.465954606,,,,,,,,,,
nice touch.the,Positive,0.463087248,,,,,,,,,,
nice touches,Positive,0.553691275,,,,,,,,,,
nice treat,Positive,0.518518519,,,,,,,,,,
nice variety,Positive,0.31372549,,,,,,,,,,
nice walk,Positive,0.442105263,,,,,,,,,,
nice warm,Positive,0.318181818,,,,,,,,,,
nice way,Positive,0.333333333,,,,,,,,,,
nicely appointed,Positive,0.415329768,,,,,,,,,,
nicely cooked,Positive,0.434343434,,,,,,,,,,
nicely decorated,Positive,0.271676301,,,,,,,,,,
nicely designed,Positive,0.320754717,,,,,,,,,,
nicely done,Positive,0.308823529,,,,,,,,,,
nicely furnished,Positive,0.352112676,,,,,,,,   ,,
nicer hotels,Negetive,-0.824701195,,,,,,,,,,
nicest,Positive,0.374136229,,,,,,,,,,
nicest hotel,Positive,0.777777778,,,,,,,,,,
nicest hotels,Positive,0.78021978,,,,,,,,,,
nightmare,Negetive,-0.770619815,,,,,,,,,,
nightmare !,Negetive,-0.84180791,,,,,,,,,,
noise every,Negetive,-0.801801802,,,,,,,,,,
noise made,Negetive,-0.820224719,,,,,,,,,,
noise started,Negetive,-0.75308642,,,,,,,,,,
noise throughout,Negetive,-0.712230216,,,,,,,,,,
noisiest,Negetive,-0.867346939,,,,,,,,,,
noisily,Negetive,-0.784172662,,,,,,,,,,
noisy air,Negetive,-0.648208469,,,,,,,,,,
noisy even,Negetive,-0.684210526,,,,,,,,,,
noisy fan,Negetive,-0.751937984,,,,,,,,,,
noisy hotel,Negetive,-0.888,,,,,,,,,,
noisy people,Negetive,-0.632183908,,,,,,,,,,
noisy road,Negetive,-0.631205674,,,,,,,,,,
noisy room,Negetive,-0.825072886,,,,,,,,,,
noisy rooms,Negetive,-0.756097561,,,,,,,,,,
noisy throughout,Negetive,-0.756097561,,,,,,,,,,
noisy.the,Negetive,-0.764705882,,,,,,,,,,
non refundable,Negetive,-0.64893617,,,,,,,,,,
non-functioning,Negetive,-0.75308642,,,,,,,,,,
nope,Negetive,-0.831168831,,,,,,,,,,
nothing available,Negetive,-0.8,,,,,,,,,,
nothing good,Negetive,-0.935483871,,,,,,,,,,
nothing great,Negetive,-0.80952381,,,,,,,,,,
nothing negative,Positive,0.757575758,,,,,,,,,,
numbertag great,Positive,0.483870968,,,,,,,,,,
oblivious,Negetive,-0.706422018,,,,,,,,,,
obnoxious,Negetive,-0.724696356,,,,,,,,,,
obstructed,Negetive,-0.666666667,,,,,,,,,,
odd smell,Negetive,-0.755102041,,,,,,,,,,
odor,Negetive,-0.751152074,,,,,,,,,,
odour,Negetive,-0.836909871,,,,,,,,,,
offended,Negetive,-0.692307692,,,,,,,,,,
offensive,Negetive,-0.908629442,,,,,,,,,,
offer great,Positive,0.333333333,,,,,,,,,,
offered great,Positive,0.704918033,,,,,,,,,,
offers excellent,Positive,0.553398058,,,,,,,,,,
offers great,Positive,0.655913978,,,,,,,,,,
ok except,Negetive,-0.833333333,,,,,,,,,,
old carpet,Negetive,-0.902097902,,,,,,,,,,
old carpets,Negetive,-0.879518072,,,,,,,,,,
old furniture,Negetive,-0.877256318,,,,,,,,,,
old room,Negetive,-0.795918367,,,,,,,,,,
old rooms,Negetive,-0.773913043,,,,,,,,,,
old tv,Negetive,-0.879310345,,,,,,,,,,
one star,Negetive,-0.774530271,,,,,,,,,,
oppressive,Negetive,-0.819548872,,,,,,,,,,
opulence,Positive,0.270718232,,,,,,,,,,
opulent,Positive,0.39047619,,,,,,,,,,
ordeal,Negetive,-0.741573034,,,,,,,,,,
ornate,Positive,0.455696203,,,,,,,,,,
outdated,Negetive,-0.787549407,,,,,,,,,,
outstanding,Positive,0.68018018,,,,,,,,,,
outstanding !,Positive,0.825327511,,,,,,,,,,
outstanding hotel,Positive,0.869565217,,,,,,,,,,
outstanding service,Positive,0.818815331,,,,,,,,,,
outstanding staff,Positive,0.879518072,,,,,,,,,,
overall excellent,Positive,0.895833333,,,,,,,,,,
overall fantastic,Positive,0.978021978,,,,,,,,,,
overall great,Positive,0.796657382,,,,,,,,,,
overall lovely,Positive,0.657142857,,,,,,,,,,
overbook,Negetive,-0.926829268,,,,,,,,,,
overbooked,Negetive,-0.850174216,,,,,,,,,,
overbooking,Negetive,-0.753554502,,,,,,,,,,
overcharge,Negetive,-0.8125,,,,,,,,,,
overflowed,Negetive,-0.847826087,,,,,,,,,,
overflowing,Negetive,-0.727272727,,,,,,,,,,
overhaul,Negetive,-0.855361596,,,,,,,,,,
overheated,Negetive,-0.73,,,,,,,,,,
overpriced,Negetive,-0.636987981,,,,,,,,,,
overrated,Negetive,-0.834951456,,,,,,,,,,
painful,Negetive,-0.697247706,,,,,,,,,,
painfully,Negetive,-0.685897436,,,,,,,,,,
painfully slow,Negetive,-0.684782609,,,,,,,,,,
paint peeling,Negetive,-0.914893617,,,,,,,,,,
paper thin,Negetive,-0.914385965,,,,,,,,,,
paper-thin,Negetive,-0.913043478,,,,,,,,,,
particularly enjoyed,Positive,0.771812081,,,,,,,,,,
particularly good,Positive,0.338078292,,,,,,,,,,
particularly helpful,Positive,0.540540541,,,,,,,,,,
particularly impressed,Positive,0.680672269,,,,,,,,,,
particularly liked,Positive,0.784313725,,,,,,,,,,
passionate,Positive,0.525,,,,,,,,,,
pathetic,Negetive,-0.912621359,,,,,,,,,,
pay additional,Negetive,-0.810526316,,,,,,,,,,
peaceful,Positive,0.529302326,,,,,,,,,,
pealing,Negetive,-0.936842105,,,,,,,,,,
pee,Negetive,-0.863354037,,,,,,,,,,
peeling paint,Negetive,-0.910569106,,,,,,,,,,
peeling wallpaper,Negetive,-0.918128655,,,,,,,,,,
penalty,Negetive,-0.703125,,,,,,,,,,
people shouting,Negetive,-0.873239437,,,,,,,,,,
perfect,Positive,0.610429738,,,,,,,,,  ,
perfect !,Positive,0.714285714,,,,,,,,,,
perfect base,Positive,0.805668016,,,,,,,,,,
perfect choice,Positive,0.888372093,,,,,,,,,,
perfect hotel,Positive,0.698113208,,,,,,,,,,
perfect location,Positive,0.589465912,,,,,,,,,,
perfect location,Positive,0.587096774,,,,,,,, ,,
perfect place,Positive,0.694994179,,,,,,,,,,
perfect position,Positive,0.452830189,,,,,,,,,,
perfect service,Positive,0.803278689,,,,,,,,,,
perfect size,Positive,0.897435897,,,,,,,,,,
perfect spot,Positive,0.73480663,,,,,,,,,,
perfect start,Positive,0.86407767,,,,,,,,,,
perfect stay,Positive,0.829099307,,,,,,,,,,
perfect way,Positive,0.86259542,,,,,,,,,,
perfect.the,Positive,0.538461538,,,,,,,,,  ,
perfection,Positive,0.711171662,,,,,,,,,,
perfectly,Positive,0.307664969,,,,,,,,,,
perfectly clean,Positive,0.314285714,,,,,,,,,,
perfectly cooked,Positive,0.680672269,,,,,,,,,,
perfectly formed,Positive,0.7265625,,,,,,,,,,
perfectly located,Positive,0.569138277,,,,,,,,,,
perfectly placed,Positive,0.526315789,,,,,,,,,,
perfectly situated,Positive,0.598253275,,,,,,,,,,
perfunctory,Negetive,-0.684210526,,,,,,,,,,
peril,Negetive,-0.912280702,,,,,,,,,,
personable,Positive,0.570866142,,,,,,,,,,
personal attention,Positive,0.617391304,,,,,,,,,,
pest,Negetive,-0.915254237,,,,,,,,,,
phenomenal,Positive,0.708333333,,,,,,,,,,
picturesque,Positive,0.325153374,,,,,,,,,,
pissed,Negetive,-0.888888889,,,,,,,,,,
pitiful,Negetive,-0.944444444,,,,,,,,,,
plague,Negetive,-0.921671018,,,,,,,,,,
pleasant experience,Positive,0.297045101,,,,,,,,,,
pleasant hotel,Positive,0.344927536,,,,,,,,,,
pleasant one,Positive,0.523255814,,,,,,,,,,
pleasant place,Positive,0.273469388,,,,,,,,,,
pleasant stay,Positive,0.428444838,,,,,,,,,,
pleasant surprise,Positive,0.49851632,,,,,,,,,,
pleasant walk,Positive,0.511312217,,,,,,,,,,
pleasantly,Positive,0.465084929,,,,,,,,,,
pleasantly surprised,Positive,0.516819572,,,,,,,,,,
please avoid,Negetive,-0.967032967,,,,,,,,,,
pleased,Positive,0.418444719,,,,,,,,, ,
pleasently,Positive,0.428571429,,,,,,,,,,
pleasurable,Positive,0.556291391,,,,,,,,,,
pleasure,Positive,0.580191051,,,,,,,,,,
pleasure !,Positive,0.728395062,,,,,,,,,,
plentiful,Positive,0.416363034,,,,,,,,,,
plonked,Negetive,-0.708333333,,,,,,,,,,
pointless,Negetive,-0.783783784,,,,,,,,,,
poisoning,Negetive,-0.763636364,,,,,,,,,,
pokey,Negetive,-0.811533052,,,,,,,,,,
poky,Negetive,-0.870967742,,,,,,,,,,
poo,Negetive,-0.873786408,,,,,,,,,,
poor,Negetive,-0.830339084,,,,,,,,,,
poor !,Negetive,-0.838926174,,,,,,,,,,
poor breakfast,Negetive,-0.873626374,,,,,,,,,,
poor choice,Negetive,-0.760479042,,,,,,,,,,
poor condition,Negetive,-0.948529412,,,,,,,,,,
poor customer,Negetive,-0.923809524,,,,,,,,,,
poor english,Negetive,-0.908675799,,,,,,,,,,
poor excuse,Negetive,-0.928571429,,,,,,,,,,
poor experience,Negetive,-0.878947368,,,,,,,,,,
poor food,Negetive,-0.840707965,,,,,,,,,,
poor hotel,Negetive,-0.960199005,,,,,,,,,,
poor lighting,Negetive,-0.786516854,,,,,,,,,,
poor maintenance,Negetive,-0.931034483,,,,,,,,,,
poor management,Negetive,-0.946428571,,,,,,,,,,
poor night,Negetive,-0.879310345,,,,,,,,,,
poor nights,Negetive,-0.899441341,,,,,,,,,,
poor quality,Negetive,-0.866432337,,,,,,,,,,
poor rating,Negetive,-0.976190476,,,,,,,,,,
poor reception,Negetive,-0.80952381,,,,,,,,,,
poor review,Negetive,-0.844444444,,,,,,,,,,
poor room,Negetive,-0.894179894,,,,,,,,,,
poor selection,Negetive,-0.721649485,,,,,,,,,,
poor service,Negetive,-0.876598947,,,,,,,,,,
poor show,Negetive,-0.917525773,,,,,,,,,,
poor shower,Negetive,-0.851851852,,,,,,,,,,
poor sleep,Negetive,-0.798319328,,,,,,,,,,
poor sound,Negetive,-0.924528302,,,,,,,,,,
poor staff,Negetive,-0.834862385,,,,,,,,,,
poor standard,Negetive,-0.928286853,,,,,,,,,,
poor state,Negetive,-0.977900552,,,,,,,,,,
poor value,Negetive,-0.908805031,,,,,,,,,,
poor ventilation,Negetive,-0.841584158,,,,,,,,,,
poor water,Negetive,-0.657657658,,,,,,,,,,
poor wifi,Negetive,-0.654676259,,,,,,,,,,
poor.the,Negetive,-0.892473118,,,,,,,,,,
poorest,Negetive,-0.902702703,,,,,,,,,,
poorly,Negetive,-0.859734822,,,,,,,,,,
poorly decorated,Negetive,-0.956989247,,,,,,,,,,
poorly designed,Negetive,-0.747368421,,,,,,,,,,
poorly equipped,Negetive,-0.908045977,,,,,,,,,,
poorly laid,Negetive,-0.860465116,,,,,,,,,,
poorly lit,Negetive,-0.838926174,,,,,,,,,,
poorly maintained,Negetive,-0.957894737,,,,,,,,,,
poorly managed,Negetive,-0.891304348,,,,,,,,,,
poorly trained,Negetive,-0.971428571,,,,,,,,,,
possibly best,Positive,0.674796748,,,,,,,,,,
possibly worst,Negetive,-0.952380952,,,,,,,,,,
praise,Positive,0.531827515,,,,,,,,,,
prefect,Positive,0.704545455,,,,,,,, ,,
premium price,Negetive,-0.791304348,,,,,,,,,,
pretended,Negetive,-0.870967742,,,,,,,,,,
pretty awful,Negetive,-0.757961783,,,,,,,,,,
pretty bad,Negetive,-0.738853503,,,,,,,,,,
pretty old,Negetive,-0.68627451,,,,,,,,,,
pretty poor,Negetive,-0.859410431,,,,,,,,,,
pretty spacious,Positive,0.306930693,,,,,,,,,,
prison,Negetive,-0.884892086,,,,,,,,,,
prison cell,Negetive,-0.929515419,,,,,,,,,,
pristine,Positive,0.575949367,,,,,,,,,,
probably smallest,Negetive,-0.755395683,,,,,,,,,,
probably worst,Negetive,-0.917647059,,,,,,,,,,
problems started,Negetive,-0.944444444,,,,,,,,,,
professional service,Positive,0.672316384,,,,,,,,,,
professional staff,Positive,0.691107644,,,,,,,,,,
provide excellent,Positive,0.511627907,,,,,,,,,,
provided everything,Positive,0.651162791,,,,,,,,,,
provided excellent,Positive,0.746192893,,,,,,,,,,
provided great,Positive,0.622377622,,,,,,,,,,
provides excellent,Positive,0.690721649,,,,,,,,,,
pubic,Negetive,-0.950276243,,,,,,,,,,
pubic hair,Negetive,-0.980769231,,,,,,,,,,
pubic hairs,Negetive,-0.984962406,,,,,,,,,,
quality furnishings,Positive,0.413043478,,,,,,,,,,
questionable,Negetive,-0.800511509,,,,,,,,,,
quiet neighborhood,Positive,0.450424929,,,,,,,,,,
quiet rooms,Positive,0.547974414,,,,,,,,,,
quite bad,Negetive,-0.792592593,,,,,,,,,,
quite claustrophobic,Negetive,-0.752808989,,,,,,,,,,
quite dangerous,Negetive,-0.654320988,,,,,,,,,,
quite dirty,negetive,-0.868131868,,,,,,,,,,
quite disappointed,Negetive,-0.820143885,,,,,,,,,,
quite disappointing,Negetive,-0.726315789,,,,,,,,,,
quite poor,Negetive,-0.666666667,,,,,,,,,,
quite ready,Positive,0.603305785,,,,,,,,,,
quite rude,Negetive,-0.815730337,,,,,,,,,,
quite shabby,Negetive,-0.9,,,,,,,,,,
quite spacious,Positive,0.276836158,,,,,,,,,,
quite uncomfortable,Negetive,-0.676470588,,,,,,,,,,
quite unpleasant,Negetive,-0.807228916,,,,,,,,,,
quite worn,Negetive,-0.826086957,,,,,,,,,,
racist,Negetive,-0.90990991,,,,,,,,,,
rancid,Negetive,-0.95505618,,,,,,,,,,
rant,Negetive,-0.685950413,,,,,,,,,,
rash,Negetive,-0.85483871,,,,,,,,,,
rat,Negetive,-0.831730769,,,,,,,,,,
rather disappointed,Negetive,-0.791044776,,,,,,,,,,
rather disappointing,Negetive,-0.723076923,,,,,,,,,,
rather rude,Negetive,-0.853658537,,,,,,,,,,
rather uncomfortable,Negetive,-0.662921348,,,,,,,,,,
rats,Negetive,-0.810126582,,,,,,,,,,
rattle,Negetive,-0.65625,,,,,,,,,,
rattling,Negetive,-0.783333333,,,,,,,,,,
real bargain,Positive,0.428571429,,,,,,,,,,
real bonus,Positive,0.613899614,,,,,,,,,,
real credit,Positive,0.528455285,,,,,,,,,,
real disappointment,Negetive,-0.753246753,,,,,,,,,,
real gem,Positive,0.807486631,,,,,,,,,,
real pleasure,Positive,0.874015748,,,,,,,,,,
real shame,Negetive,-0.733711048,,,,,,,,,,
real treat,Positive,0.747706422,,,,,,,,,,
really amazing,Positive,0.566037736,,,,,,,,,,
really annoyed,Negetive,-0.802325581,,,,,,,,,,
really annoying,Negetive,-0.719148936,,,,,,,,,,
really appreciate,Positive,0.401069519,,,,,,,,,,
really appreciated,Positive,0.651031895,,,,,,,,,,
really attentive,Positive,0.644859813,,,,,,,,,,
really awful,Negetive,-0.8125,,,,,,,,,,
really bad,Negetive,-0.840480274,,,,,,,,,,
really basic,Negetive,-0.784615385,,,,,,,,,,
really beautiful,Positive,0.422222222,,,,,,,,,,
really clean,Positive,0.552662722,,,,,,,,,,
really comfortable,Positive,0.661327231,,,,,,,,,,
really comfy,Positive,0.512776831,,,,,,,,,,
really convenient,Positive,0.319327731,,,,,,,,,,
really dirty,Negetive,-0.969072165,,,,,,,,,,
really disappointed,Negetive,-0.918495298,,,,,,,,,,
really disappointing,Negetive,-0.824,,,,,,,,,,
really easy,Positive,0.57400722,,,,,,,,,,
really enjoy,Positive,0.34439834,,,,,,,,,,
really enjoyable,Positive,0.743902439,,,,,,,,,,
really enjoyed,Positive,0.79498861,,,,,,,,,,
really excellent,Positive,0.578544061,,,,,,,,,,
really fantastic,Positive,0.6875,,,,,,,,,,
really friendly,Positive,0.525094897,,,,,,,,,,
really glad,Positive,0.428571429,,,,,,,,,,
really good,Positive,0.347704119,,,,,,,,,,
really great,Positive,0.490377213,,,,,,,,,,
really happy,Positive,0.561461794,,,,,,,,,,
really helped,Positive,0.608938547,,,,,,,,,,
really impressed,Positive,0.703703704,,,,,,,,,,
really impressive,Positive,0.367346939,,,,,,,,,,
really interesting,Positive,0.571428571,,,,,,,,,,
really kind,Positive,0.360465116,,,,,,,,,,
really liked,Positive,0.508810573,,,,,,,,,,
really loud,Negetive,-0.794871795,,,,,,,,,,
really love,Positive,0.525179856,,,,,,,,,,
really loved,Positive,0.74522293,,,,,,,,,,
really lovely,Positive,0.585825028,,,,,,,,,,
really made,Positive,0.676092545,,,,,,,,,,
really modern,Positive,0.602564103,,,,,,,,,,
really needs,Negetive,-0.685714286,,,,,,,,,,
really negtag_worth,Negetive,-0.842105263,,,,,,,,,,
really nice,Positive,0.33827842,,,,,,,,,,
really nicely,Positive,0.442622951,,,,,,,,,,
really noisy,Negetive,-0.793696275,,,,,,,,,,
really old,Negetive,-0.823321555,,,,,,,,,,
really pleasant,Positive,0.460207612,,,,,,,,,,
really pleased,Positive,0.606837607,,,,,,,,,,
really polite,Positive,0.291338583,,,,,,,,,,
really poor,Negetive,-0.885509839,,,,,,,,,,
really quick,Positive,0.346153846,,,,,,,,,,
really quiet,Positive,0.594827586,,,,,,,,,,
really recommend,Positive,0.577342048,,,,,,,,,,
really rude,Negetive,-0.895424837,,,,,,,,,,
really spacious,Positive,0.674876847,,,,,,,,,,
really special,Positive,0.6,,,,,,,,,,
really tasty,Positive,0.571428571,,,,,,,,,,
really terrible,Negetive,-0.835051546,,,,,,,,,,
really uncomfortable,Negetive,-0.833962264,,,,,,,,,,
really upset,Negetive,-0.80952381,,,,,,,,,,
really welcome,Positive,0.68627451,,,,,,,,,,
really welcoming,Positive,0.640718563,,,,,,,,,,
really well,Positive,0.511006289,,,,,,,,,,
really wonderful,Positive,0.747368421,,,,,,,,,,
really worth,Positive,0.291262136,,,,,,,,,,
reccommend,Positive,0.389705882,,,,,,,,,,
received complimentary,Positive,0.445086705,,,,,,,,,,
received excellent,Positive,0.488372093,,,,,,,,,,
recomended,Positive,0.496062992,,,,,,,,,,
recommed,Positive,0.511627907,,,,,,,,,,
recommend,Positive,0.49490243,,,,,,,,,,
recommend !,Positive,0.891390728,,,,,,,,,,
recommend booking,Positive,0.333333333,,,,,,,,,,
recommend breakfast,Positive,0.47826087,,,,,,,,,,
recommend highly,Positive,0.955555556,,,,,,,,,,
recommend hotel,Positive,0.466761973,,,,,,,,,,
recommend hoteltag,Positive,0.753943218,,,,,,,,,,
recommend stay,Positive,0.760638298,,,,,,,,,,
recommend visit,Positive,0.724770642,,,,,,,,,,
recommendable,Positive,0.531428571,,,,,,,,,,
recommended,Positive,0.637355666,,,,,,,,,,
recommended !,Positive,0.904486252,,,,,,,,,,
recommended hotel,Positive,0.57635468,,,,,,,,,,
recommending,Positive,0.405140759,,,,,,,,,,
reeked,Negetive,-0.941176471,,,,,,,,,,
refreshing change,Positive,0.773195876,,,,,,,,,,
refuse,Negetive,-0.734061931,,,,,,,,,,
refused,Negetive,-0.902529589,,,,,,,,,,
refusing,Negetive,-0.857142857,,,,,,,,,,
regrettably,Negetive,-0.673913043,,,,,,,,,,
rejected,Negetive,-0.86,,,,,,,,,,
relaxed atmosphere,Positive,0.78,,,,,,,,,,
relaxing,Positive,0.441182682,,,,,,,,,,
relaxing atmosphere,Positive,0.80141844,,,,,,,,,,
relaxing place,Positive,0.538461538,,,,,,,,,,
relaxing stay,Positive,0.491666667,,,,,,,,,,
reluctantly,Negetive,-0.847082495,,,,,,,,,,
remarkable,Positive,0.405797101,,,,,,,,,,
replenished daily,Positive,0.555555556,,,,,,,,,,
residue,Negetive,-0.846153846,,,,,,,,,,
restless,Negetive,-0.757281553,,,,,,,,,,
restless night,Negetive,-0.9,,,,,,,,,,
return next,Positive,0.752475247524752,,,,,,,,,,
return soon,Positive,0.941463414634146,,,,,,,,,,
returning next,Positive,0.73469387755102,,,,,,,,,,
returning soon,Positive,0.954545454545455,,,,,,,,, ,
revolting,Negetive,-0.934579439,,,,,,,,,,
rickety,Negetive,-0.837209302,,,,,,,,,,
ridiculous,Negetive,-0.787900875,,,,,,,,,,
ridiculous !,Negetive,-0.796610169,,,,,,,,,,
ridiculously,Negetive,-0.649484536,,,,,,,,,,
ridiculously hot,Negetive,-0.906976744,,,,,,,,,,
ridiculously small,Negetive,-0.875,,,,,,,,,,
right choice,Positive,0.55862069,,,,,,,,,,
rip,Negetive,-0.791291291,,,,,,,,,,
rip-off,Negetive,-0.692771084,,,,,,,,,,
ripped,Negetive,-0.852427184,,,,,,,,,,
ripping,Negetive,-0.773195876,,,,,,,,,,
rips,Negetive,-0.931034483,,,,,,,,,,
risk,Negetive,-0.747601476,,,,,,,,,,
robbed,Negetive,-0.910034602,,,,,,,,,,
robbery,Negetive,-0.793478261,,,,,,,,,,
rodent,Negetive,-0.934782609,,,,,,,,,,
room excellent,Positive,0.728395062,,,,,,,,,,
room far,Negetive,-0.8125,,,,,,,,,,
room great,Positive,0.680672269,,,,,,,,,,
room lovely,Positive,0.75,,,,,,,,,,
room needed,Negetive,-0.6953125,,,,,,,,,,
room spacious,Positive,0.531428571,,,,,,,,,,
room stank,Negetive,-0.980861244,,,,,,,,,,
room stunk,Negetive,-1,,,,,,,,,,
room tiny,Negetive,-0.876712329,,,,,,,,,,
rooms great,Positive,0.75308642,,,,,,,,,,
rooms lovely,Positive,0.714285714,,,,,,,,,,
rooms need,Negetive,-0.660377358,,,,,,,,,,
rooms spacious,Positive,0.664233577,,,,,,,,,,
rooms spotless,Positive,0.75308642,,,,,,,,,,
rooms well,Positive,0.471861472,,,,,,,,,,
rotten,Negetive,-0.813953488,,,,,,,,,,
rotting,Negetive,-0.94047619,,,,,,,,,,
rough around,Negetive,-0.638095238,,,,,,,,,,
rubbish,Negetive,-0.784054344,,,,,,,,,,
rubbish !,Negetive,-0.777777778,,,,,,,,,,
rude,Negetive,-0.895955755,,,,,,,,,,
rude !,Negetive,-0.916030534,,,,,,,,,,
rude man,Negetive,-0.908045977,,,,,,,,,,
rude receptionist,Negetive,-0.972027972,,,,,,,,,,
rude staff,Negetive,-0.934883721,,,,,,,,,,
rudely,Negetive,-0.903264813,,,,,,,,,,
rudely told,Negetive,-0.952380952,,,,,,,,,,
rudeness,Negetive,-0.840616967,,,,,,,,,,
rudest,Negetive,-0.967611336,,,,,,,,,,
ruin,Negetive,-0.645985401,,,,,,,,,,
ruined,Negetive,-0.888689408,,,,,,,,,,
ruining,Negetive,-0.865771812,,,,,,,,,,
run away,Negetive,-0.983471074,,,,,,,,,,
rundown,Negetive,-0.826815642,,,,,,,,,,
run-down,Negetive,-0.769547325,,,,,,,,,,
rust,Negetive,-0.886685552,,,,,,,,,,
rusted,Negetive,-0.961538462,,,,,,,,,,
rusty,Negetive,-0.940850277,,,,,,,,,,
safe location,Positive,0.401574803,,,,,,,,,,
safestay,Positive,0.269230769,,,,,,,,,,
safety hazard,Negetive,-0.838383838,,,,,,,,,,
safety issue,Negetive,-0.832258065,,,,,,,,,,
sagged,Negetive,-0.837037037,,,,,,,,,,
sagging,Negetive,-0.863945578,,,,,,,,,,
saggy,Negetive,-0.712328767,,,,,,,,,,
said nothing,Negetive,-0.814569536,,,,,,,,,,
sarcastic,Negetive,-0.937106918,,,,,,,,,,
satisfying,Positive,0.39010989,,,,,,,,,,
scalded,Negetive,-0.841584158,,,,,,,,,,
scalding,Negetive,-0.847619048,,,,,,,,,,
scalding hot,Negetive,-0.851851852,,,,,,,,,,
scam,Negetive,-0.918269231,,,,,,,,,,
scared,Negetive,-0.667221298,,,,,,,,,,
scary,Negetive,-0.679245283,,,,,,,,,,
scenic,Positive,0.371428571,,,,,,,,,,
scolded,Negetive,-0.87654321,,,,,,,,,,
scolding,Negetive,-0.882352941,,,,,,,,,,
scorching,Negetive,-0.825,,,,,,,,,,
scrap,Negetive,-0.756097561,,,,,,,,,,
scraped,Negetive,-0.877192982,,,,,,,,,,
scratched,Negetive,-0.872860636,,,,,,,,,,
scratches,Negetive,-0.757225434,,,,,,,,,,
scratching,Negetive,-0.907692308,,,,,,,,,,
scratchy,Negetive,-0.811881188,,,,,,,,,,
scream,Negetive,-0.732283465,,,,,,,,,,
screamed,Negetive,-0.744360902,,,,,,,,,,
screaming,Negetive,-0.787610619,,,,,,,,,,
screeching,Negetive,-0.709090909,,,,,,,,,,
screwed,Negetive,-0.848101266,,,,,,,,,,
scruffy,Negetive,-0.797402597,,,,,,,,,,
scrupulously,Positive,0.72,,,,,,,,,,
scrupulously clean,Positive,0.747368421,,,,,,,,,,
scuff,Negetive,-0.778947368,,,,,,,,,,
scuff marks,Negetive,-0.789473684,,,,,,,,,,
scuffed,Negetive,-0.838961039,,,,,,,,,,
scuffs,Negetive,-0.682539683,,,,,,,,,,
scum,Negetive,-0.922077922,,,,,,,,,,
second class,Negetive,-0.805970149,,,,,,,,,,
second home,Positive,0.954545455,,,,,,,,,,
